,"""cms_id""","""agency_name""","""addr1""","""addr2""","""city""","""state""","""zip""","""county""","""phone_number""","""website""","""ownership_types""","""data_source"""
1145,"""M0919""","""WALGREENS #17443""","""7880 MOFFETT RD""",,"""SEMMES""","""AL""","""36575""",,"""(251) 645-1983""",,"""private""","""{suppliers}"""
1146,"""M0920""","""WALGREENS #6430""","""2100 BRANDON ST SW""",,"""HUNTSVILLE""","""AL""","""35801""",,"""(256) 512-0957""",,"""private""","""{suppliers}"""
1147,"""M0921""","""ROCKET CITY MEDICAL, LLC""","""109 MARSHEUTZ AVE SW""",,"""HUNTSVILLE""","""AL""","""35801""",,"""(256) 801-8125""",,"""private""","""{suppliers}"""
1148,"""M0922""","""CVS PHARMACY #04847""","""210 W FRONT ST""",,"""EVERGREEN""","""AL""","""36401""",,"""(251) 578-2227""",,"""private""","""{suppliers}"""
1149,"""M0923""","""PUBLIX PHARMACY #1462""","""2300 GUNTER AVE""",,"""GUNTERSVILLE""","""AL""","""35976""",,"""(256) 571-2506""",,"""private""","""{suppliers}"""
1150,"""M0924""","""KEN GLOVER DRUG""","""27 MIDWAY PLAZA""",,"""DORA""","""AL""","""35062""",,"""(205) 648-9918""",,"""private""","""{suppliers}"""
1151,"""M0925""","""LIMESTONE DRUG""","""200 W MARKET ST""",,"""ATHENS""","""AL""","""35611""",,"""(256) 232-3811""",,"""private""","""{suppliers}"""
1152,"""M0926""","""SPECIALIZED MEDICAL DEVICES""","""4031 BALMORAL DR SW""",,"""HUNTSVILLE""","""AL""","""35801""",,"""(256) 536-7676""",,"""private""","""{suppliers}"""
1153,"""M0927""","""PRESCRIPTION EYEWEAR INC""","""645 MCQUEEN SMITH RD N""","""STE 109""","""PRATTVILLE""","""AL""","""36066""",,"""(334) 365-9911""",,"""private""","""{suppliers}"""
1154,"""M0928""","""FOOD CITY PHARMACY #501""","""7200 US HIGHWAY 431""","""STE 300""","""ALBERTVILLE""","""AL""","""35950""",,"""(256) 744-7256""",,"""private""","""{suppliers}"""
1155,"""M0929""","""MICHAEL PARKER""","""900 GAULT AVE S""",,"""FORT PAYNE""","""AL""","""35967""",,"""(256) 845-6360""",,"""private""","""{suppliers}"""
1156,"""M0930""","""WALGREENS #19553""","""2916 UNIVERSITY BLVD E""",,"""TUSCALOOSA""","""AL""","""35404""",,"""(205) 553-0232""",,"""private""","""{suppliers}"""
1157,"""M0931""","""WALGREENS #15613""","""101 BESSEMER SUPER HWY""",,"""MIDFIELD""","""AL""","""35228""",,"""(205) 421-7887""",,"""private""","""{suppliers}"""
1158,"""M0932""","""WALGREENS #19051""","""140 MARKET CENTER DR""",,"""ALABASTER""","""AL""","""35007""",,"""(205) 663-4500""",,"""private""","""{suppliers}"""
1159,"""M0933""","""EYECARE ASSOCIATES INC""","""911 HARGROVE RD E""",,"""TUSCALOOSA""","""AL""","""35405""",,"""(205) 507-7810""",,"""private""","""{suppliers}"""
1160,"""M0934""","""CARES HEALTH SERVICES""","""878 HILLCREST RD""","""STE A""","""MOBILE""","""AL""","""36695""",,"""(251) 344-4212""",,"""private""","""{suppliers}"""
1161,"""M0935""","""LILLIAN PHARMACY INC""","""34023 US HIGHWAY 98""",,"""LILLIAN""","""AL""","""36549""",,"""(251) 962-3777""",,"""private""","""{suppliers}"""
1162,"""M0936""","""ARIEL HOME MEDICAL""","""5646 BELL RD""",,"""MONTGOMERY""","""AL""","""36116""",,"""(334) 612-2100""",,"""private""","""{suppliers}"""
1163,"""M0937""","""C & M VITAL CARE""","""5567 HIGHWAY 43""",,"""SATSUMA""","""AL""","""36572""",,"""(251) 675-3228""",,"""private""","""{suppliers}"""
1164,"""M0938""","""HANGER CLINIC""","""2106 GATEWAY DR""","""STE B""","""OPELIKA""","""AL""","""36801""",,"""(334) 705-5375""",,"""private""","""{suppliers}"""
1165,"""M0939""","""MARX OPTICAL, INC.""","""2620 CENTRON DR SW""",,"""DECATUR""","""AL""","""35603""",,"""(256) 350-2020""",,"""private""","""{suppliers}"""
1166,"""M0940""","""CVS PHARMACY # 04975""","""10 VETERANS MEMORIAL PKWY""",,"""LANETT""","""AL""","""36863""",,"""(334) 644-2807""",,"""private""","""{suppliers}"""
1167,"""M0941""","""CVS PHARMACY # 04895""","""3000 ROSA L PARKS AVE""",,"""MONTGOMERY""","""AL""","""36105""",,"""(334) 263-0227""",,"""private""","""{suppliers}"""
1168,"""M0942""","""MED SOUTH HOME MEDICAL SERVICES, LL""","""205 E LEE ST""",,"""ENTERPRISE""","""AL""","""36330""",,"""(334) 475-2401""",,"""private""","""{suppliers}"""
1169,"""M0943""","""EMERGING HOME CARE PHARMACY""","""3868 HIGHWAY 431""",,"""ROANOKE""","""AL""","""36274""",,"""(334) 863-7511""",,"""private""","""{suppliers}"""
1170,"""M0944""","""WALGREENS #19809""","""298 HUGHES RD""",,"""MADISON""","""AL""","""35758""",,"""(256) 464-3962""",,"""private""","""{suppliers}"""
1171,"""M0945""","""LENSCRAFTERS #225""","""3291 BEL AIR MALL""",,"""MOBILE""","""AL""","""36606""",,"""(251) 471-5239""",,"""private""","""{suppliers}"""
1172,"""M0946""","""WINN DIXIE PHARMACY #479""","""9750 HIGHWAY 69 S""",,"""TUSCALOOSA""","""AL""","""35405""",,"""(205) 366-9626""",,"""private""","""{suppliers}"""
1173,"""M0947""","""EYECARE ASSOCIATES, INC.""","""230 DOUG BAKER BLVD""","""STE 100""","""BIRMINGHAM""","""AL""","""35242""",,"""(205) 981-0103""",,"""private""","""{suppliers}"""
1174,"""M0948""","""AMERICAN HOMEPATIENT""","""300 TAYLER RD""","""STE 500""","""MONTGOMERY""","""AL""","""36117""",,"""(334) 613-0303""",,"""private""","""{suppliers}"""
1175,"""M0949""","""WALGREENS #12099""","""503 BATTLE ST E""",,"""TALLADEGA""","""AL""","""35160""",,"""(256) 315-1659""",,"""private""","""{suppliers}"""
1176,"""M0950""","""SOLEO HEALTH INC.""","""2100 RIVERCHASE CTR""","""STE 308""","""HOOVER""","""AL""","""35244""",,"""(205) 994-7103""",,"""private""","""{suppliers}"""
1177,"""M0951""","""CVA PHARMACY # 04868""","""813 COLLEGE AVE""",,"""JACKSON""","""AL""","""36545""",,"""(251) 246-6634""",,"""private""","""{suppliers}"""
1178,"""M0952""","""AUBURN FOOT CARE""","""890 N DEAN RD""","""STE 400""","""AUBURN""","""AL""","""36830""",,"""(334) 446-1401""",,"""private""","""{suppliers}"""
1179,"""M0953""","""THE KIRKLIN CLINIC PHARMACY""","""2000 6TH AVE S""",,"""BIRMINGHAM""","""AL""","""35233""",,"""(205) 801-8732""",,"""private""","""{suppliers}"""
1180,"""M0954""","""NORTH JACKSON PHARMACY""","""85 BANK ST""",,"""STEVENSON""","""AL""","""35772""",,"""(256) 437-2248""",,"""private""","""{suppliers}"""
1181,"""M0955""","""WALGREENS #10333""","""3150 GREEN VALLEY RD""",,"""BIRMINGHAM""","""AL""","""35243""",,"""(205) 967-7483""",,"""private""","""{suppliers}"""
1182,"""M0956""","""MEDLOGIC CPAP INC""","""433 SAINT LUKES DR""",,"""MONTGOMERY""","""AL""","""36117""",,"""(334) 854-5977""",,"""private""","""{suppliers}"""
1183,"""M0957""","""WALGREENS #15481""","""1700 SPRING HILL AVE STE 101""",,"""MOBILE""","""AL""","""36604""",,"""(251) 694-6059""",,"""private""","""{suppliers}"""
1184,"""M0958""","""EYECARE ASSOICATES INC""","""4219 COTTAGE HILL RD""",,"""MOBILE""","""AL""","""36609""",,"""(205) 666-5060""",,"""private""","""{suppliers}"""
1185,"""M0959""","""CONTINUUM, LLC""","""1013 AVENUE C""",,"""OPELIKA""","""AL""","""36801""",,"""(800) 344-1550""",,"""private""","""{suppliers}"""
1186,"""M0960""","""CENTRAL HEIGHTS PHARMACY""","""11350 HIGHWAY 20""",,"""FLORENCE""","""AL""","""35633""",,"""(256) 766-4200""",,"""private""","""{suppliers}"""
1187,"""M0961""","""ROCK CREEK PHARMACY""","""6817 WARRIOR RIVER RD""",,"""BESSEMER""","""AL""","""35023""",,"""(205) 497-8777""",,"""private""","""{suppliers}"""
1188,"""M0962""","""OXYMED, LLC""","""5025 HIGHWAY 280""","""STE 101""","""BIRMINGHAM""","""AL""","""35242""",,"""(205) 981-2333""",,"""private""","""{suppliers}"""
1189,"""M0963""","""HUNNINGTON PHARMACY""","""11220 MEMORIAL PKWY SW""","""STE R""","""HUNTSVILLE""","""AL""","""35803""",,"""(256) 882-7979""",,"""private""","""{suppliers}"""
1190,"""M0964""","""WALMART PHARMACY 10-1212""","""1095 INDUSTRIAL PKWY""",,"""SARALAND""","""AL""","""36571""",,"""(251) 675-8073""",,"""private""","""{suppliers}"""
1191,"""M0965""","""CVS PHARMACY # 04814""","""2738 HIGHWAY 31 S""",,"""PELHAM""","""AL""","""35124""",,"""(205) 663-4582""",,"""private""","""{suppliers}"""
1192,"""M0966""","""WALGREENS #19770""","""1713 DECATUR HWY""",,"""FULTONDALE""","""AL""","""35068""",,"""(205) 841-3815""",,"""private""","""{suppliers}"""
1193,"""M0967""","""WALMART PHARMACY 10-0712""","""24833 JOHN T REID PKWY""",,"""SCOTTSBORO""","""AL""","""35768""",,"""(256) 574-1803""",,"""private""","""{suppliers}"""
1194,"""M0968""","""WALGREENS #19256""","""2413 HWY 431""",,"""ANNISTON""","""AL""","""36206""",,"""(256) 820-6901""",,"""private""","""{suppliers}"""
1195,"""M0969""","""FAMILY HEALTH PHARMACY INC""","""55298 HWY 17""",,"""SULLIGENT""","""AL""","""35586""",,"""(205) 698-9770""",,"""private""","""{suppliers}"""
1196,"""M0970""","""APRIA HEALTHCARE LLC""","""100 OXMOOR RD""","""STE 104""","""BIRMINGHAM""","""AL""","""35209""",,"""(205) 942-4702""",,"""private""","""{suppliers}"""
1197,"""M0971""","""ORTHOSPORTS ASSOCIATES LLC""","""7191 CAHABA VALLEY RD""","""STE 200""","""BIRMINGHAM""","""AL""","""35242""",,"""(205) 939-0447""",,"""private""","""{suppliers}"""
1198,"""M0972""","""NATIONAL SEATING & MOBILITY INC""","""2521 MEADOWVIEW LN""","""STE D""","""PELHAM""","""AL""","""35124""",,"""(205) 621-7332""",,"""private""","""{suppliers}"""
1199,"""M0973""","""CVS PHARMACY #04947""","""4790 MOBILE HWY""",,"""MONTGOMERY""","""AL""","""36108""",,"""(334) 281-4119""",,"""private""","""{suppliers}"""
1200,"""M0974""","""WALGREENS #12333""","""4544 SAINT STEPHENS RD""",,"""PRICHARD""","""AL""","""36613""",,"""(251) 330-1631""",,"""private""","""{suppliers}"""
1201,"""M0975""","""WALGREENS #10480""","""1649 MARTIN ST N""",,"""PELL CITY""","""AL""","""35125""",,"""(205) 338-2319""",,"""private""","""{suppliers}"""
1202,"""M0976""","""A STEP AHEAD PROSTHETICS AND ORTHOT""","""1140 EAGLETREE LN SW""","""STE 102""","""HUNTSVILLE""","""AL""","""35801""",,"""(256) 534-8637""",,"""private""","""{suppliers}"""
1203,"""M0977""","""CVS PHARMACY #06013""","""801 S BROAD ST""",,"""SCOTTSBORO""","""AL""","""35768""",,"""(256) 259-2832""",,"""private""","""{suppliers}"""
1204,"""M0978""","""WALMART PHARMACY 10-5925""","""2305 JORDAN LN SW""",,"""HUNTSVILLE""","""AL""","""35805""",,"""(256) 755-3079""",,"""private""","""{suppliers}"""
1205,"""M0979""","""WALGREENS #11180""","""1700 2ND AVE SW""",,"""CULLMAN""","""AL""","""35055""",,"""(256) 734-7188""",,"""private""","""{suppliers}"""
1206,"""M0980""","""WINN DIXIE PHARMACY # 448""","""7946 VAUGHN RD""",,"""MONTGOMERY""","""AL""","""36116""",,"""(334) 272-1510""",,"""private""","""{suppliers}"""
1207,"""M0981""","""BIBB MEDICAL CENTER PHARMACY""","""208 PIERSON AVE""",,"""CENTREVILLE""","""AL""","""35042""",,"""(205) 926-4881""",,"""private""","""{suppliers}"""
1208,"""M0982""","""CVS PHARMACY # 04867""","""520 HIGHWAY 119 S""",,"""ALABASTER""","""AL""","""35007""",,"""(205) 663-5405""",,"""private""","""{suppliers}"""
1209,"""M0983""","""PUBLIX PHARMACY #1476""","""128 W GRAND AVE""",,"""RAINBOW CITY""","""AL""","""35906""",,"""(256) 442-2581""",,"""private""","""{suppliers}"""
1210,"""M0984""","""EXPRESS HEALTHCARE""","""112 6TH AVE""",,"""ATMORE""","""AL""","""36502""",,"""(251) 368-9119""",,"""private""","""{suppliers}"""
1211,"""M0985""","""CVS PHARMACY # 04882""","""1535 DECATUR HWY""",,"""FULTONDALE""","""AL""","""35068""",,"""(205) 849-9744""",,"""private""","""{suppliers}"""
1212,"""M0986""","""DEBBIE'S DRUGS LLC""","""1716 TEMPLE AVE N""",,"""FAYETTE""","""AL""","""35555""",,"""(205) 932-7455""",,"""private""","""{suppliers}"""
1213,"""M0987""","""WALMART 100700""","""1501 AL HIGHWAY 14 E""",,"""SELMA""","""AL""","""36703""",,"""(334) 874-9359""",,"""private""","""{suppliers}"""
1214,"""M0988""","""LENSCRAFTERS #01615""","""2801 MEMORIAL PKWY SW""","""PARKWAY PLACE STE #193""","""HUNTSVILLE""","""AL""","""35801""",,"""(256) 534-8574""",,"""private""","""{suppliers}"""
1215,"""M0989""","""UNIVERSITY OF ALABAMA SCHOOL OF OPT""","""1716 UNIVERSITY BLVD""","""HPB G080A""","""BIRMINGHAM""","""AL""","""35294""",,"""(205) 975-2020""",,"""private""","""{suppliers}"""
1216,"""M0990""","""TUSCALOOSA EYECARE""","""3519 WATERMELON RD""",,"""NORTHPORT""","""AL""","""35473""",,"""(205) 758-0242""",,"""private""","""{suppliers}"""
1217,"""M0991""","""CVS PHARMACY #04900""","""2550 DAUPHIN ST""",,"""MOBILE""","""AL""","""36606""",,"""(251) 471-1573""",,"""private""","""{suppliers}"""
1218,"""M0992""","""CVS PHARMACY # 04842""","""410 E BATTLE ST""",,"""TALLADEGA""","""AL""","""35160""",,"""(256) 362-0163""",,"""private""","""{suppliers}"""
1219,"""M0993""","""MCABEE MEDICAL, INC""","""304 GOVERNORS DR SW""",,"""HUNTSVILLE""","""AL""","""35801""",,"""(256) 534-7721""",,"""private""","""{suppliers}"""
1220,"""M0994""","""JACKET MEDICAL SUPPLY LLC""","""239 COLLEGE ST""",,"""GADSDEN""","""AL""","""35901""",,"""(256) 438-5093""",,"""private""","""{suppliers}"""
1221,"""M0995""","""NEWMAN INC / OAK RIDGE""","""4180A OAK RIDGE AVE""",,"""MOBILE""","""AL""","""36619""",,"""(251) 450-0808""",,"""private""","""{suppliers}"""
1222,"""M0996""","""PILL BOX PHARMACY""","""2422 DANVILLE RD SW""","""STE J""","""DECATUR""","""AL""","""35603""",,"""(256) 353-1121""",,"""private""","""{suppliers}"""
1223,"""M0997""","""WALGREENS #10761""","""1504 S MAIN ST""",,"""ATMORE""","""AL""","""36502""",,"""(251) 446-7550""",,"""private""","""{suppliers}"""
1224,"""M0998""","""SCOTT COOK PHARMACY INC""","""1233 WESTGATE PKWY""",,"""DOTHAN""","""AL""","""36303""",,"""(334) 712-2000""",,"""private""","""{suppliers}"""
1225,"""M0999""","""BUY RITE DRUGS #10""","""400 MEDICAL PARK DR""",,"""ATMORE""","""AL""","""36502""",,"""(251) 368-7483""",,"""private""","""{suppliers}"""
1226,"""M1000""","""AABON HOME HEALTH CARE SUPPLY INC""","""136 E REYNOLDS ST""",,"""OZARK""","""AL""","""36360""",,"""(334) 774-7535""",,"""private""","""{suppliers}"""
1227,"""M1001""","""PUBLIX PHARMACY #841""","""1944 MONTGOMERY HWY SOUTH""",,"""BIRMINGHAM""","""AL""","""35244""",,"""(205) 987-3413""",,"""private""","""{suppliers}"""
1228,"""M1002""","""MEDICAL PARK OPTICAL INC""","""3368 HIGHWAY 280""","""STE 211""","""ALEXANDER CITY""","""AL""","""35010""",,"""(256) 329-8646""",,"""private""","""{suppliers}"""
1229,"""M1003""","""VISION SOURCE""","""1640 PELHAM RD S""",,"""JACKSONVILLE""","""AL""","""36265""",,"""(256) 435-6680""",,"""private""","""{suppliers}"""
1230,"""M1004""","""MONTGOMERY MEDICAL SUPPLY INC.""","""440 SAINT LUKES DR""","""STE A""","""MONTGOMERY""","""AL""","""36117""",,"""(334) 834-5977""",,"""private""","""{suppliers}"""
1231,"""M1005""","""WAL-MART PHARMACY 10-5703""","""8580 HIGHWAY 72 W""",,"""MADISON""","""AL""","""35758""",,"""(256) 716-6958""",,"""private""","""{suppliers}"""
1232,"""M1006""","""PUBLIX PHARMACY #1355""","""2900 E UNIVERSITY DR""",,"""AUBURN""","""AL""","""36830""",,"""(334) 502-2801""",,"""private""","""{suppliers}"""
1233,"""M1007""","""PUBLIX PHARMACY #1532""","""3220 WOODWARD AVE""",,"""MUSCLE SHOALS""","""AL""","""35661""",,"""(256) 389-0085""",,"""private""","""{suppliers}"""
1234,"""M1008""","""B&B'S HEALTH BOUTIQUE LLC""","""102 COURT ST""",,"""WETUMPKA""","""AL""","""36092""",,"""(334) 478-5090""",,"""private""","""{suppliers}"""
1235,"""M1009""","""WAL-MART PHARMACY 10-5113""","""165 VAUGHAN LN""",,"""PELL CITY""","""AL""","""35125""",,"""(205) 338-5312""",,"""private""","""{suppliers}"""
1236,"""M1010""","""WAL-MART PHARMACY 10-0316""","""973 GILBERT FERRY RD SE""",,"""ATTALLA""","""AL""","""35954""",,"""(256) 538-2611""",,"""private""","""{suppliers}"""
1237,"""M1011""","""CVS PHARMACY # 04916""","""108 PARK RD""",,"""PLEASANT GROVE""","""AL""","""35127""",,"""(205) 744-1021""",,"""private""","""{suppliers}"""
1238,"""M1012""","""WAL MART PHARMACY 10 0662""","""2800 SPRING AVE SW""",,"""DECATUR""","""AL""","""35603""",,"""(256) 350-9969""",,"""private""","""{suppliers}"""
1239,"""M1013""","""WALMART PHARMACY 10-0425""","""10675 HIGHWAY 5""",,"""BRENT""","""AL""","""35034""",,"""(205) 926-6553""",,"""private""","""{suppliers}"""
1240,"""M1014""","""WAL-MART PHARMACY 10-4187""","""2701 CLOVERDALE RD""",,"""FLORENCE""","""AL""","""35633""",,"""(256) 712-6412""",,"""private""","""{suppliers}"""
1241,"""M1015""","""WINN DIXIE PHARMACY # 437""","""1441 FOX RUN PKWY""",,"""OPELIKA""","""AL""","""36801""",,"""(334) 741-4150""",,"""private""","""{suppliers}"""
1242,"""M1016""","""FITTING DESIGNS, INC.""","""34491A US HIGHWAY 98""",,"""LILLIAN""","""AL""","""36549""",,"""(251) 961-0075""",,"""private""","""{suppliers}"""
1243,"""M1017""","""FREEDOM IN MOBILITY, LLC""","""1315 FLETCHER ST NW""","""STE B""","""HUNTSVILLE""","""AL""","""35801""",,"""(901) 674-3879""",,"""private""","""{suppliers}"""
1244,"""M1018""","""CONTINUUMRX OF NORTH ALABAMA LLC""","""605 DAVIS CIR SW""","""STE 26""","""HUNTSVILLE""","""AL""","""35801""",,"""(800) 665-2850""",,"""private""","""{suppliers}"""
1245,"""M1019""","""CVS PHARMACY #04372""","""4280 MITT LARY RD""",,"""NORTHPORT""","""AL""","""35475""",,"""(205) 339-0415""",,"""private""","""{suppliers}"""
1246,"""M1020""","""OPTUM INFUSION SERVICES 206 INC""","""660 UNIVERSITY BLVD""","""STE A""","""BIRMINGHAM""","""AL""","""35233""",,"""(205) 324-4566""",,"""private""","""{suppliers}"""
1247,"""M1021""","""CARBON HILL DRUGS INC""","""31040 1ST AVE NE""","""STE 5""","""CARBON HILL""","""AL""","""35549""",,"""(205) 924-9616""",,"""private""","""{suppliers}"""
1248,"""M1022""","""WALGREENS #11531""","""16468 HIGHWAY 280""",,"""CHELSEA""","""AL""","""35043""",,"""(205) 678-9288""",,"""private""","""{suppliers}"""
1249,"""M1023""","""WALGREENS #5073""","""1551 FORESTDALE BLVD""",,"""FORESTDALE""","""AL""","""35214""",,"""(205) 798-8360""",,"""private""","""{suppliers}"""
1250,"""M1024""","""WALMART PHARMACY 10-2760""","""4206 N COLLEGE AVE""",,"""JACKSON""","""AL""","""36545""",,"""(251) 247-2520""",,"""private""","""{suppliers}"""
1251,"""M1025""","""OPTION CARE""","""2100 RIVERCHASE CTR 430""",,"""HOOVER""","""AL""","""35244""",,"""(205) 982-9401""",,"""private""","""{suppliers}"""
1252,"""M1026""","""PRESCRIPTION EYEWEAR INC""","""8131 SEATON PL""",,"""MONTGOMERY""","""AL""","""36116""",,"""(334) 323-1893""",,"""private""","""{suppliers}"""
1253,"""M1027""","""CVS PHARMACY #16946""","""2576 BERRYHILL RD""",,"""MONTGOMERY""","""AL""","""36117""",,"""(334) 356-6440""",,"""private""","""{suppliers}"""
1254,"""M1028""","""FYFFE PHARMACY LLC""","""44 BLACKWELL ST""",,"""FYFFE""","""AL""","""35971""",,"""(256) 623-2944""",,"""private""","""{suppliers}"""
1255,"""M1029""","""WALGREENS #06977""","""1560 MONTCLAIR RD""",,"""IRONDALE""","""AL""","""35210""",,"""(205) 595-4588""",,"""private""","""{suppliers}"""
1256,"""M1030""","""HANGER CLINIC""","""2700 GRANT ST""",,"""MOBILE""","""AL""","""36606""",,"""(251) 473-7001""",,"""private""","""{suppliers}"""
1257,"""M1031""","""CVS PHARMACY #04943""","""10 GILMER AVE""",,"""TALLASSEE""","""AL""","""36078""",,"""(334) 283-3637""",,"""private""","""{suppliers}"""
1258,"""M1032""","""DOBBS EYE CLINIC""","""207 S MAIN ST""",,"""ENTERPRISE""","""AL""","""36330""",,"""(334) 347-8900""",,"""private""","""{suppliers}"""
1259,"""M1033""","""CVS PHARMACY #04866""","""227 W COLLEGE ST""",,"""COLUMBIANA""","""AL""","""35051""",,"""(205) 669-3153""",,"""private""","""{suppliers}"""
1260,"""M1034""","""CAREMAX PHARMACY OF LOUDON, INC.""","""5331 PERIMETER PKWY""",,"""MONTGOMERY""","""AL""","""36116""",,"""(334) 833-1335""",,"""private""","""{suppliers}"""
1261,"""M1035""","""CVS PHARMACY #04968""","""1445 GUNTER AVE""",,"""GUNTERSVILLE""","""AL""","""35976""",,"""(256) 505-0803""",,"""private""","""{suppliers}"""
1262,"""M1036""","""CVS PHARMACY # 04953""","""879 FORT DALE RD""",,"""GREENVILLE""","""AL""","""36037""",,"""(334) 382-3146""",,"""private""","""{suppliers}"""
1263,"""M1037""","""DEEP SOUTH HOME MEDICAL""","""229 SUNRISE LANE""",,"""MALVERN""","""AL""","""36349""",,"""(866) 897-9484""",,"""private""","""{suppliers}"""
1264,"""M1038""","""PREHAB INC""","""8355 CROSSLAND LOOP""",,"""MONTGOMERY""","""AL""","""36117""",,"""(334) 270-1630""",,"""private""","""{suppliers}"""
1265,"""M1039""","""WALMART PHARMACY 100734""","""600 BOLL WEEVIL CIR""",,"""ENTERPRISE""","""AL""","""36330""",,"""(334) 347-2199""",,"""private""","""{suppliers}"""
1266,"""M1040""","""WAL-MART PHARMACY 10-0434""","""11610 S MEMORIAL PKWY""",,"""HUNTSVILLE""","""AL""","""35803""",,"""(256) 880-7261""",,"""private""","""{suppliers}"""
1267,"""M1041""","""CLARK'S PHARMACY""","""241 BILLY DYAR BLVD""",,"""BOAZ""","""AL""","""35957""",,"""(256) 840-1100""",,"""private""","""{suppliers}"""
1268,"""M1042""","""PUBLIX PHARMACY #1370""","""501 CHELSEA XRDS""",,"""CHELSEA""","""AL""","""35043""",,"""(205) 678-5594""",,"""private""","""{suppliers}"""
1269,"""M1043""","""WALMART PHARMACY 100660""","""517 AVALON AVE""",,"""MUSCLE SHOALS""","""AL""","""35661""",,"""(256) 386-7384""",,"""private""","""{suppliers}"""
1270,"""M1044""","""SAMS PHARMACY 10-4989""","""2335 BENT CREEK RD""",,"""AUBURN""","""AL""","""36830""",,"""(334) 821-7112""",,"""private""","""{suppliers}"""
1271,"""M1045""","""PRATTMED INC""","""466 E MAIN ST""",,"""PRATTVILLE""","""AL""","""36067""",,"""(334) 358-7500""",,"""private""","""{suppliers}"""
1272,"""M1046""","""WAVE MEDICAL""","""333 GREENO RD S""","""STE C""","""FAIRHOPE""","""AL""","""36532""",,"""(251) 990-0708""",,"""private""","""{suppliers}"""
1273,"""M1047""","""ADDISON DISCOUNT PHARMACY""","""30910 HIGHWAY 278""",,"""ADDISON""","""AL""","""35540""",,"""(256) 747-6342""",,"""private""","""{suppliers}"""
1274,"""M1048""","""WINN-DIXIE PHARMACY #442""","""3331 RAINBOW DR""",,"""RAINBOW CITY""","""AL""","""35906""",,"""(256) 442-7275""",,"""private""","""{suppliers}"""
1275,"""M1049""","""SOUTHLAKE PROSTHETICS & ORTHOTICS""","""4524 SOUTHLAKE PKWY""","""STE 26""","""HOOVER""","""AL""","""35244""",,"""(205) 329-7566""",,"""private""","""{suppliers}"""
1276,"""M1050""","""WINN DIXIE PHARMACY #411""","""640 OLLIE AVE""",,"""CLANTON""","""AL""","""35045""",,"""(205) 755-1711""",,"""private""","""{suppliers}"""
1277,"""M1051""","""ABC HOME MEDICAL SUPPLY, INC.""","""2117 UNIVERSITY BLVD""",,"""TUSCALOOSA""","""AL""","""35401""",,"""(205) 650-3260""",,"""private""","""{suppliers}"""
1278,"""M1052""","""PUBLIX PHARMACY #1436""","""2370 HILLCREST RD""","""STE J""","""MOBILE""","""AL""","""36695""",,"""(251) 661-5395""",,"""private""","""{suppliers}"""
1279,"""M1053""","""JIM MYERS WALGREEN PHARMACY 15449""","""1520 MCFARLAND BLVD N""","""STE B""","""TUSCALOOSA""","""AL""","""35406""",,"""(205) 759-1501""",,"""private""","""{suppliers}"""
1280,"""M1054""","""CVS PHARMACY #04972""","""315 3RD ST NW""",,"""ATTALLA""","""AL""","""35954""",,"""(256) 538-9699""",,"""private""","""{suppliers}"""
1281,"""M1055""","""CVS PHARMACY # 04851""","""4197 CROSSHAVEN DR""",,"""VESTAVIA""","""AL""","""35243""",,"""(205) 967-4951""",,"""private""","""{suppliers}"""
1282,"""M1056""","""CVS PHARMACY #04869""","""6990 ATLANTA HWY""",,"""MONTGOMERY""","""AL""","""36117""",,"""(334) 271-0915""",,"""private""","""{suppliers}"""
1283,"""M1057""","""PROFESSIONAL PHARMACY""","""2001 N AIRPORT RD""",,"""JASPER""","""AL""","""35504""",,"""(205) 221-4564""",,"""private""","""{suppliers}"""
1284,"""M1058""","""WALMART PHARMACY 10-0315""","""2453 2ND AVE E""",,"""ONEONTA""","""AL""","""35121""",,"""(205) 625-3643""",,"""private""","""{suppliers}"""
1285,"""M1059""","""SAM'S CLUB PHARMACY 10-4817""","""5940 TRUSSVILLE CROSSING BLVD""",,"""TRUSSVILLE""","""AL""","""35173""",,"""(205) 655-7324""",,"""private""","""{suppliers}"""
1286,"""M1060""","""CVS PHARMACY #04965""","""4685 HIGHWAY 17""",,"""HELENA""","""AL""","""35080""",,"""(205) 620-1618""",,"""private""","""{suppliers}"""
1287,"""M1061""","""ATHENS CREEKSIDE DRUGS""","""605 HWY 31 S""","""STE D""","""ATHENS""","""AL""","""35611""",,"""(256) 232-8274""",,"""private""","""{suppliers}"""
1288,"""M1062""","""EXPRESS HEALTHCARE INC""","""1601 HAND AVE""",,"""BAY MINETTE""","""AL""","""36507""",,"""(250) 937-9162""",,"""private""","""{suppliers}"""
1289,"""M1063""","""180 MEDICAL INC""","""2830 HORACE SHEPARD DR""","""STE 2""","""DOTHAN""","""AL""","""36303""",,"""(877) 688-2729""",,"""private""","""{suppliers}"""
1290,"""M1064""","""A & E MEDICAL INC""","""235 AZALEA DR""",,"""FLORENCE""","""AL""","""35630""",,"""(256) 764-6633""",,"""private""","""{suppliers}"""
1291,"""M1065""","""WAL MART PHARMACY 10-4333""","""10040 COUNTY ROAD 48""",,"""FAIRHOPE""","""AL""","""36532""",,"""(251) 990-9907""",,"""private""","""{suppliers}"""
